cos_charge_target__trigram_naturalness,cos_hydrophobic_contact__charge_target,cos_hydrophobic_contact__solubility_limit,cos_hydrophobic_contact__trigram_naturalness,cos_solubility_limit__charge_target,cos_solubility_limit__trigram_naturalness,dir_charge_target,dir_hydrophobic_contact,dir_solubility_limit,dir_trigram_naturalness,loss_charge_target,loss_hydrophobic_contact,loss_solubility_limit,loss_trigram_naturalness,mean_oracle_descent,method,method_id,oracle_harm_rate,seed,sequence_entropy,sequence_entropy_delta,step,step_norm,worst_oracle_directional_derivative
0.0063169996590076325,2.541533404064554e-09,-0.9999998500168353,-0.29678678214468784,-2.541838642766388e-09,0.2967867872565313,1.8953247490571812e-05,-0.023027367889881134,0.023024603724479675,0.007552837021648884,0.00273191649466753,-0.6761829257011414,0.37618792057037354,3.414546489715576,0.0018922565259344992,single_hydrophobic_proxy,M1,0.75,0,2.4862992763519287,-0.03451657295227051,11,0.10149282962083817,0.023024603724479675
0.01235479248827048,0.0,-1.0000000433086524,-0.305719656858524,0.0,0.30571966668317563,-4.821413313038647e-06,-0.02193867601454258,0.02193717285990715,0.0074069686233997345,0.002750902669504285,-0.6992102861404419,0.39921316504478455,3.422198534011841,0.0018501610138628166,single_hydrophobic_proxy,M1,0.5,0,2.451782703399658,-0.03401041030883789,12,0.09893215447664261,0.02193717285990715
0.01826159942254454,0.0,-0.9999999906820067,-0.3144178998185818,2.535072710501652e-09,0.31441789929771163,-1.9475028238957748e-05,-0.020883040502667427,0.02088218554854393,0.007030404172837734,0.0027460837736725807,-0.7211489081382751,0.4211506247520447,3.4297008514404297,0.0017525185476188199,single_hydrophobic_proxy,M1,0.5,0,2.4177722930908203,-0.033330678939819336,13,0.09653293341398239,0.02088218554854393
0.024048796595361705,1.271994983160853e-09,-0.9999998909962654,-0.3227522618015389,2.544052955367294e-09,0.32275226055207185,-1.4912719052517787e-05,-0.019690264016389847,0.0196897741407156,0.006878357846289873,0.0027266431134194136,-0.742031991481781,0.4420330226421356,3.436762571334839,0.001715738812890777,single_hydrophobic_proxy,M1,0.5,0,2.384441614151001,-0.03235197067260742,14,0.09350502490997314,0.0196897741407156
0.02972431697892397,-1.2754830101490588e-09,-0.99999989917011,-0.3307236554352875,2.5510051274640395e-09,0.33072367206075454,-5.191348463995382e-06,-0.018531903624534607,0.018531620502471924,0.006511477753520012,0.0027117503341287374,-0.7617222666740417,0.4617229104042053,3.443707227706909,0.0016265008207483334,single_hydrophobic_proxy,M1,0.5,0,2.3520896434783936,-0.03015589714050293,15,0.09104172885417938,0.018531620502471924
0.03527662151319669,2.553410196173132e-09,-1.0000000170885692,-0.3382585221170848,0.0,0.33825850130841706,-3.987501258961856e-06,-0.017362423241138458,0.017362259328365326,0.006248663179576397,0.002706561703234911,-0.7802541255950928,0.48025450110435486,3.4502556324005127,0.0015611279413860757,single_hydrophobic_proxy,M1,0.5,0,2.3219337463378906,-0.029078245162963867,16,0.08781002461910248,0.017362259328365326
0.04057005335708365,0.0,-1.0000000152131479,-0.3454198236292494,0.0,0.345419843863067,1.1564437954802997e-05,-0.015923012048006058,0.01592290587723255,0.0058347973972558975,0.0027025756426155567,-0.7976166009902954,0.49761688709259033,3.456559419631958,0.0014615639161092986,single_hydrophobic_proxy,M1,0.75,0,2.2928555011749268,-0.025920629501342773,17,0.08397950232028961,0.01592290587723255
0.04560219446919587,-2.549837007705634e-09,-1.0000000566096168,-0.35208228777042044,1.274924475850844e-09,0.3520822839846948,1.1394733519409783e-05,-0.014598540961742401,0.014598472975194454,0.0053142667748034,0.0027141524478793144,-0.8135395050048828,0.5135396718978882,3.4624297618865967,0.0013313983804437157,single_hydrophobic_proxy,M1,0.75,0,2.266934871673584,-0.022562503814697266,18,0.08056463301181793,0.014598472975194454
0.05022636223808146,-2.5444957336482762e-09,-0.9999999092320349,-0.3582670836533173,2.544502854062281e-09,0.35826707836561317,2.6787489332491532e-05,-0.013589425943791866,0.013589387759566307,0.005034076981246471,0.002725559286773205,-0.8281381726264954,0.528138279914856,3.4677836894989014,0.001265206571588351,single_hydrophobic_proxy,M1,0.75,0,2.2443723678588867,-0.021043062210083008,19,0.07773663103580475,0.013589387759566307
0.05462348069767118,1.2660263440971164e-09,-1.0000000509707914,-0.3641063687251021,2.532057617298827e-09,0.3641063930799064,3.263654434704222e-05,-0.01272709108889103,0.012727065943181515,0.0049422914162278175,0.0027524123433977365,-0.8417275547981262,0.5417276620864868,3.472832679748535,0.0012437257037163363,single_hydrophobic_proxy,M1,0.75,0,2.2233293056488037,-0.020407915115356445,20,0.07524058222770691,0.012727065943181515
0.058813495405435415,2.5171292744776323e-09,-1.0000000509707914,-0.3696966266790127,-2.517134174531067e-09,0.3696966293962102,3.938812005799264e-05,-0.011655326932668686,0.01165530364960432,0.004698500968515873,0.002785146003589034,-0.8544546365737915,0.5544547438621521,3.4778168201446533,0.001184466451377375,single_hydrophobic_proxy,M1,0.75,0,2.2029213905334473,-0.018819093704223633,21,0.07175841927528381,0.01165530364960432
0.06277108082071538,0.0,-0.9999999468652422,-0.3749802893983794,1.2497290502128314e-09,0.3749803245869322,4.011804412584752e-05,-0.010665975511074066,0.01066596433520317,0.00432977918535471,0.0028246731963008642,-0.8661100268363953,0.5661100745201111,3.4825403690338135,0.0010924715134024154,single_hydrophobic_proxy,M1,0.75,0,2.1841022968292236,-0.0170745849609375,22,0.06878603994846344,0.01066596433520317
0.06638103894067485,1.240915564645989e-09,-0.9999999468652422,-0.3799976667466316,-2.4818335449591897e-09,0.3799976756921775,3.7018191505922005e-05,-0.009631321765482426,0.00963131245225668,0.004048039671033621,0.0028649335727095604,-0.8767759203910828,0.5767759680747986,3.486900568008423,0.0010212621373284492,single_hydrophobic_proxy,M1,0.75,0,2.167027711868286,-0.015204191207885742,23,0.06520999222993851,0.00963131245225668
-0.047516821604911656,1.2754617913366939e-09,-0.9999998749726575,-0.1989488543643071,-1.4286763729107053e-09,0.19894886902905504,-9.259014768758789e-05,0.0037750625051558018,-0.0033702158834785223,-0.04077056050300598,0.0027118404395878315,-0.38830092549324036,0.09302759170532227,3.3319878578186035,-0.010114576007254072,naive_weighted,M3,0.25,0,2.7187342643737793,-0.004091024398803711,0,0.13493049144744873,0.0037750625051558018
-0.05189458341732431,0.0,-0.999999933351261,-0.20495994084949376,-1.4682719836699815e-09,0.2049599324035527,-6.585533992620185e-05,0.003950848709791899,-0.0034916396252810955,-0.04423191398382187,0.002620040439069271,-0.384525865316391,0.08967414498329163,3.2903027534484863,-0.010959640059809317,naive_weighted,M3,0.25,0,2.7146432399749756,-0.013236284255981445,1,0.1401803344488144,0.003950848709791899
-0.056130879265627966,1.3141295195471066e-09,-0.9999999041212735,-0.2107567154348012,0.0,0.2107567240142736,-4.054591408930719e-05,0.0032853069715201855,-0.0028702723793685436,-0.045494452118873596,0.0025545989628881216,-0.380575031042099,0.0862022340297699,3.245128870010376,-0.011279990860202815,naive_weighted,M3,0.25,0,2.701406955718994,-0.020805835723876953,2,0.1416662335395813,0.0032853069715201855
-0.059622851719738586,0.0,-0.9999998756726112,-0.21625307018167306,-4.595685461899285e-09,0.21625306784824888,-1.896119829325471e-05,0.0027174213901162148,-0.0023497752845287323,-0.04522530734539032,0.0025142140220850706,-0.377289742231369,0.08334656059741974,3.1987695693969727,-0.011219155609524023,naive_weighted,M3,0.25,0,2.680601119995117,-0.026652097702026367,3,0.14079537987709045,0.0027174213901162148
-0.06235742244324098,-2.6593110478907047e-09,-0.9999999579544292,-0.2212760294692003,4.655141938884312e-09,0.22127601284309006,-1.298976712860167e-06,0.0016085379756987095,-0.0013783476315438747,-0.04295353963971138,0.0024952886160463095,-0.3745722770690918,0.08100727945566177,3.152817487716675,-0.010681162068067351,naive_weighted,M3,0.25,0,2.653949022293091,-0.029007434844970703,4,0.13750699162483215,0.0016085379756987095
-0.06417398308011375,-1.3300017341418108e-09,-0.9999998848607583,-0.22588470773716002,0.0,0.22588472417394478,1.1605983672779985e-05,0.0006419021519832313,-0.0005469617317430675,-0.040553342550992966,0.002493989886716008,-0.3729637563228607,0.07963278889656067,3.1093268394470215,-0.010111699036770005,naive_weighted,M3,0.5,0,2.62494158744812,-0.031007766723632812,5,0.13364697992801666,0.0006419021519832313
-0.06548782893430899,0.0,-1.0000000797166055,-0.23003986436287588,-1.5608126371294375e-09,0.23003987943239534,2.1505260519916192e-05,-5.985179450362921e-05,5.088260513730347e-05,-0.03617530316114426,0.0025056092999875546,-0.37232184410095215,0.07908643782138824,3.0683796405792236,-0.009040691772497667,naive_weighted,M3,0.5,0,2.5939338207244873,-0.028321504592895508,6,0.1257515847682953,5.088260513730347e-05
-0.06629155199034675,1.3212442079155409e-09,-0.9999999156765139,-0.23373308613195282,0.0,0.23373306126876667,2.8217593353474513e-05,-0.0005672034458257258,0.0004823079507332295,-0.032257869839668274,0.0025271608028560877,-0.37238168716430664,0.07913732528686523,3.03192400932312,-0.008078636935351824,naive_weighted,M3,0.5,0,2.565612316131592,-0.0256955623626709,7,0.11904752254486084,0.0004823079507332295
-0.06677300157209858,0.0,-1.0000001099764613,-0.23709055567660725,0.0,0.23709056798850375,3.267758438596502e-05,-0.0012678090715780854,0.001080237329006195,-0.028557155281305313,0.0025554567109793425,-0.37294891476631165,0.07962013781070709,2.9994606971740723,-0.00717801235987281,naive_weighted,M3,0.5,0,2.539916753768921,-0.024475574493408203,8,0.1120232343673706,0.001080237329006195
-0.06689442227049046,0.0,-0.9999999143044395,-0.24020983523229247,0.0,0.2402098331802648,3.4821885492419824e-05,-0.0015166980447247624,0.001298058545216918,-0.02517402544617653,0.0025882392656058073,-0.3742167353630066,0.08070280402898788,2.970789670944214,-0.006339460765047988,naive_weighted,M3,0.5,0,2.5154411792755127,-0.022753238677978516,9,0.10551956295967102,0.001298058545216918
-0.06687634967943151,0.0,-0.9999999371762305,-0.2428826240028288,0.0,0.2428826418646773,3.5686807677848265e-05,-0.0018369172466918826,0.001580259995535016,-0.022246645763516426,0.0026231780648231506,-0.3757334351539612,0.08200423419475555,2.9455349445343018,-0.005616904051748861,naive_weighted,M3,0.5,0,2.492687940597534,-0.02079153060913086,10,0.09959398955106735,0.001580259995535016
-0.06684918944394903,0.0,-1.0000000233313653,-0.24517803538076197,0.0,0.24517805874655926,3.2698968425393105e-05,-0.0018280339427292347,0.0015821519773453474,-0.019983313977718353,0.002658986486494541,-0.37757036089897156,0.08358931541442871,2.9232518672943115,-0.005049124243669212,naive_weighted,M3,0.5,0,2.4718964099884033,-0.019945383071899414,11,0.09429048001766205,0.0015821519773453474
-0.06680157616624516,2.5604084822839603e-09,-1.0000000374200853,-0.24729936268034441,1.4706207169086936e-09,0.24729937582523326,2.654814306879416e-05,-0.001909660524688661,0.0016623971750959754,-0.018276970833539963,0.002691785804927349,-0.379398375749588,0.08517607301473618,2.903245449066162,-0.004624421510015964,naive_weighted,M3,0.5,0,2.451951026916504,-0.019464969635009766,12,0.09065625071525574,0.0016623971750959754
-0.06674921440489222,-2.5478443028948967e-09,-1.000000018522146,-0.24922852313060986,-1.454916099359945e-09,0.24922854248384882,2.6567988243186846e-05,-0.002364424057304859,0.0020702858455479145,-0.016081444919109344,0.0027183995116502047,-0.38130801916122437,0.0868433341383934,2.88494873046875,-0.004087253785655776,naive_weighted,M3,0.5,0,2.432486057281494,-0.018605470657348633,13,0.08472910523414612,0.0020702858455479145
-0.06665476064679149,1.2677272131008372e-09,-0.9999999829390442,-0.25099293459360356,1.4379048580876539e-09,0.2509929193335502,2.0877632778137922e-05,-0.0024003637954592705,0.0021162780467420816,-0.014094747602939606,0.00274503231048584,-0.38367244601249695,0.08892082422971725,2.868849992752075,-0.003589488929719664,naive_weighted,M3,0.5,0,2.4138805866241455,-0.017199039459228516,14,0.0795140415430069,0.0021162780467420816
-0.0664571671658449,-1.2629244429528581e-09,-1.0000000491846537,-0.2524695033115325,0.0,0.25246951692260544,1.9406856154091656e-05,-0.002319474471732974,0.002058601239696145,-0.012589758262038231,0.00276594958268106,-0.3860728442668915,0.09104424715042114,2.8547723293304443,-0.003207806159480242,naive_weighted,M3,0.5,0,2.396681547164917,-0.01630258560180664,15,0.07534123957157135,0.002058601239696145
-0.06623711535303307,2.517018827868493e-09,-0.9999999850548819,-0.25374322150340156,0.0,0.2537432456748353,1.7669517546892166e-05,-0.00243722484447062,0.0021763620898127556,-0.010916342958807945,0.0027853904757648706,-0.38839229941368103,0.09310918301343918,2.842179298400879,-0.0027898840489797294,naive_weighted,M3,0.5,0,2.3803789615631104,-0.015019893646240234,16,0.07002503424882889,0.0021763620898127556
-0.06591116447967929,0.0,-1.0000000215845497,-0.2548378549000723,1.3963574434733737e-09,0.25483787305851063,1.7658296201261692e-05,-0.002281666500493884,0.002049919217824936,-0.009815199300646782,0.002803088165819645,-0.39082953333854675,0.09529226273298264,2.831265687942505,-0.002507322071778617,naive_weighted,M3,0.5,0,2.36535906791687,-0.013732671737670898,17,0.06651056557893753,0.002049919217824936
-0.06554157104120442,2.5011823124139595e-09,-1.0000000077817728,-0.2556731967254702,1.3844388921620626e-09,0.2556731994648599,1.553789661556948e-05,-0.0021364721469581127,0.001929917954839766,-0.00892095360904932,0.0028207742143422365,-0.3931111991405487,0.09734779596328735,2.821455717086792,-0.0022779924761380244,naive_weighted,M3,0.5,0,2.351626396179199,-0.01267695426940918,18,0.06358285993337631,0.001929917954839766
-0.06517981699394437,2.494312634851755e-09,-0.9999999964218398,-0.2563939821212803,0.0,0.25639400973680215,1.936399712576531e-06,-0.001987151801586151,0.0018037501722574234,-0.008333675563335419,0.00283633335493505,-0.3952476680278778,0.09928242862224579,2.8125431537628174,-0.0021287851982378925,naive_weighted,M3,0.5,0,2.33894944190979,-0.01214742660522461,19,0.06167815998196602,0.0018037501722574234
-0.0648382952509488,-2.493461450945329e-09,-1.00000001986406,-0.25697121253178573,0.0,0.2569712465539347,-3.0398332455661148e-06,-0.001837083837017417,0.0016747310291975737,-0.007845772430300713,0.002838270040228963,-0.39723479747772217,0.10109007358551025,2.8042092323303223,-0.0020027912678415305,naive_weighted,M3,0.25,0,2.3268020153045654,-0.012007474899291992,20,0.059810787439346313,0.0016747310291975737
-0.06452369707060306,-2.4947972794210046e-09,-1.000000051052966,-0.25742804064220914,0.0,0.25742806375298466,-6.614547601202503e-06,-0.0017745441291481256,0.001623908057808876,-0.007493084296584129,0.0028352311346679926,-0.39907190203666687,0.10276805609464645,2.7963695526123047,-0.0019125837288811454,naive_weighted,M3,0.25,0,2.3147945404052734,-0.01237940788269043,21,0.058447204530239105,0.001623908057808876
-0.06421202241585625,-2.4977110624436795e-09,-0.999999821299979,-0.2578435754595114,0.0,0.2578435810646943,-5.348994818632491e-06,-0.001639648457057774,0.0015057929558679461,-0.007066189311444759,0.002828620607033372,-0.4008464515209198,0.10439486801624298,2.7888736724853516,-0.001801348451863305,naive_weighted,M3,0.25,0,2.302415132522583,-0.012415647506713867,22,0.05671169236302376,0.0015057929558679461
-0.06387403403401037,-2.5000747823252587e-09,-1.0000000102046838,-0.25813626436002074,0.0,0.25813626084902297,-1.4377425031852908e-05,-0.0014499325770884752,0.0013357726857066154,-0.006633876357227564,0.002823274116963148,-0.40248605608940125,0.1059030145406723,2.7818076610565186,-0.0016906034184103191,naive_weighted,M3,0.25,0,2.289999485015869,-0.012053251266479492,23,0.054893262684345245,0.0013357726857066154
-0.047516821604911656,1.2754617913366939e-09,-0.9999998749726575,-0.1989488543643071,-1.4286763729107053e-09,0.19894886902905504,-0.009862393140792847,0.02075929567217827,-0.018533021211624146,-0.12667040526866913,0.0027118404395878315,-0.38830092549324036,0.09302759170532227,3.3319878578186035,-0.03357663098722696,normalized_weighted,M4,0.25,0,2.7187342643737793,-0.07498431205749512,0,0.6106788516044617,0.02075929567217827
0.10298811437190006,0.0,-0.9999998861197544,-0.20609643852646264,0.0,0.20609644197634935,-0.009460041299462318,0.011535786092281342,-0.009631607681512833,-0.13452281057834625,0.0018163087079301476,-0.367541640996933,0.0750584602355957,3.2014670372009277,-0.035519668366760015,normalized_weighted,M4,0.25,0,2.643749952316284,-0.04964637756347656,1,0.6262423992156982,0.011535786092281342
-0.058411705464524136,0.0,-1.0000000089069088,-0.22613129132827994,0.0,0.22613132284147863,-0.012952534481883049,0.004350569564849138,-0.003450739663094282,-0.07673994451761246,0.004674158524721861,-0.35600581765174866,0.06566072255373001,3.065166473388672,-0.022198162274435163,normalized_weighted,M4,0.25,0,2.5941035747528076,-0.0852813720703125,2,0.524764895439148,0.004350569564849138
0.0961113375827606,2.519824510455879e-09,-1.000000086089871,-0.2279650408039669,1.6246108337144318e-09,0.2279650591183091,-0.005802520550787449,0.0002669929526746273,-0.00020705722272396088,-0.07900901138782501,0.0006947978399693966,-0.3516552746295929,0.062248021364212036,2.9903173446655273,-0.02118789905216545,normalized_weighted,M4,0.25,0,2.508822202682495,-0.03864860534667969,3,0.5560282468795776,0.0002669929526746273
-0.055761342734275715,0.0,-0.9999999941147792,-0.23938531776674027,0.0,0.23938530064405322,-0.015880603343248367,-0.0017726658843457699,0.0013727504992857575,-0.03457215800881386,0.007007042411714792,-0.35138827562332153,0.062041111290454865,2.9146037101745605,-0.01271316918428056,normalized_weighted,M4,0.25,0,2.4701735973358154,-0.0522003173828125,4,0.47627344727516174,0.0013727504992857575
0.0883335961403988,0.0,-1.0000001277212118,-0.2388523822409278,0.0,0.23885236689544728,-0.0024151280522346497,-0.0028376879636198282,0.002218347042798996,-0.049818169325590134,0.0001242997095687315,-0.35316094756126404,0.06342040002346039,2.882565975189209,-0.013213159574661404,normalized_weighted,M4,0.25,0,2.417973279953003,-0.032672882080078125,5,0.5198312997817993,0.002218347042798996
-0.051797955761262476,0.0,-1.0000000578575392,-0.24658357227205652,0.0,0.24658355624561956,-0.018484823405742645,-0.0035147888120263815,0.0027877248357981443,-0.015405673533678055,0.009440583176910877,-0.3559986352920532,0.06565502285957336,2.8363683223724365,-0.008654390228912234,normalized_weighted,M4,0.25,0,2.385300397872925,-0.03419995307922363,6,0.45487499237060547,0.0027877248357981443
-0.08151199236388466,0.0,-0.9999998306146125,-0.24439343949301393,-1.2616152575799762e-09,0.24439345004364527,-0.0003417262341827154,0.00011475756764411926,-9.256834164261818e-05,-0.006529196165502071,4.159923264523968e-06,-0.35951343178749084,0.0684666782617569,2.823317050933838,-0.0017121832934208214,normalized_weighted,M4,0.25,0,2.351100444793701,-0.06305408477783203,7,0.4124321937561035,0.00011475756764411926
0.11393089679538977,0.0,-0.9999999966588892,-0.23977099706412688,0.0,0.2397709817706359,-0.018286367878317833,-0.0021903174929320812,0.0017658554716035724,-0.04194130003452301,0.00668040057644248,-0.35939866304397583,0.06837412714958191,2.8189618587493896,-0.015163032483542338,normalized_weighted,M4,0.25,0,2.288046360015869,0.01714015007019043,8,0.5210365653038025,0.0017658554716035724
-0.068984416167368,0.0,-0.9999999835373007,-0.24573070036867414,0.0,0.24573070119620136,-0.005555575247853994,-0.00171404960565269,0.0013957341434434056,-0.0037427961360663176,0.0009079250157810748,-0.3615889847278595,0.07014888525009155,2.7817509174346924,-0.002404171711532399,normalized_weighted,M4,0.25,0,2.3051865100860596,-0.06307840347290039,9,0.4315807819366455,0.0013957341434434056
0.10213342775022431,-2.14064599046326e-09,-0.999999939673008,-0.2411094304244954,0.0,0.24110943319558284,-0.013470519334077835,-0.0013541060034185648,0.001110950717702508,-0.03179733455181122,0.0038509629666805267,-0.3633030354976654,0.0715499073266983,2.7804527282714844,-0.011377752292901278,normalized_weighted,M4,0.25,0,2.242108106613159,0.011752605438232422,10,0.500037670135498,0.001110950717702508
-0.06092081944271174,1.4290398089110507e-09,-0.9999999862170835,-0.24535079047372518,0.0,0.24535080718917568,-0.00855952873826027,-0.0015550784301012754,0.0012832024367526174,8.786329999566078e-06,0.002160281641408801,-0.36465713381767273,0.07266406714916229,2.752953290939331,-0.0022056546004023403,normalized_weighted,M4,0.5,0,2.2538607120513916,-0.04748249053955078,11,0.42513012886047363,0.0012832024367526174
0.09206968198964056,0.0,-0.9999999521110294,-0.2403508371280288,0.0,0.24035085224572747,-0.009590504691004753,-0.00035422295331954956,0.000294177676551044,-0.026317104697227478,0.0020794537849724293,-0.36621221899986267,0.07395143061876297,2.755222797393799,-0.008991913666250184,normalized_weighted,M4,0.25,0,2.206378221511841,0.005092144012451172,12,0.48369017243385315,0.000294177676551044
-0.05409964847781563,0.0,-0.9999999793082438,-0.24396207898629269,0.0,0.24396207684096272,-0.010939976200461388,-0.0008452520705759525,0.0007029810221865773,0.00012538000009953976,0.0035468731075525284,-0.36656641960144043,0.07424579560756683,2.732750415802002,-0.0027392168121878058,normalized_weighted,M4,0.5,0,2.211470365524292,-0.040201425552368164,13,0.42268022894859314,0.0007029810221865773
0.08371984441797346,0.0,-0.9999998932506291,-0.2388234213991438,2.46484393516086e-09,0.2388234195699336,-0.00656169094145298,0.000966027146205306,-0.0008061527041718364,-0.02247818559408188,0.0010427129454910755,-0.36741170287132263,0.07495000213384628,2.735004186630249,-0.007220000523375347,normalized_weighted,M4,0.25,0,2.171268939971924,0.0005705356597900391,14,0.46771666407585144,0.000966027146205306
-0.048524084654794325,0.0,-0.999999767032685,-0.24158066294222855,0.0,0.2415806328296328,-0.01267220824956894,-0.0004326296038925648,0.00035963510163128376,0.00023024133406579494,0.004804043564945459,-0.3664456903934479,0.07414541393518448,2.715996026992798,-0.0031287403544411063,normalized_weighted,M4,0.5,0,2.171839475631714,-0.034718990325927734,15,0.419731080532074,0.00035963510163128376
0.07680340091155359,0.0,-0.9999999887346774,-0.2363324004393312,-1.8042402038991768e-09,0.2363324077760221,-0.004385530017316341,0.0015885723987594247,-0.0013228472089394927,-0.019523300230503082,0.0004885903908871114,-0.36687830090522766,0.07450535148382187,2.7182343006134033,-0.005910776264499873,normalized_weighted,M4,0.25,0,2.137120485305786,-0.0006949901580810547,16,0.4567309617996216,0.0015885723987594247
-0.04371990911370273,-1.7230103528448068e-09,-0.9999998970033274,-0.23885952883960146,0.0,0.23885953558717798,-0.014032148756086826,-6.181653589010239e-05,5.114369560033083e-05,-0.00017183960881084204,0.00594406109303236,-0.36528974771499634,0.07318677008152008,2.7018918991088867,-0.00355366530129686,normalized_weighted,M4,0.25,0,2.136425495147705,-0.031693458557128906,17,0.41768044233322144,5.114369560033083e-05
0.07086709592925515,2.3884210355509214e-09,-1.0000000718660313,-0.23352000691985342,1.443049171947367e-09,0.23352003436260324,-0.0027209322433918715,0.0018317240756005049,-0.0015158627647906542,-0.01776023954153061,0.00019333804084453732,-0.36535152792930603,0.07323789596557617,2.703636884689331,-0.0050413276185281575,normalized_weighted,M4,0.25,0,2.104732036590576,-0.0043735504150390625,18,0.4504423141479492,0.0018317240756005049
